candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
31271,SORBI_3004G299850,4,63858019,63910404,574,33,330,-1.0547,0.85423,0.98242,0.64962,0.85423,0.891375006616403,1,32495,0.007709258,574,28596,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0739968860911905,0.0184856331821814,0,0,0.0924825192733719
31272,SORBI_3006G179400,6,53341821,53410393,875,45,330,-0.79432,0.78649,0.7792,0.67838,0.78649,0.847446786361181,1,31469,0.009438724,875,29529,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0600534346598989,0.03241923206084,0,0,0.0924726667207389
31273,SORBI_3001G029900,1,2288297,2341186,971,29,330,-0.56435,0.71374,0.72412,0.56752,0.71374,0.799098458693786,1,30286,0.01224528,971,30683,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.043404354418577,0.049060256472349,0,0,0.092464610890926
31274,SORBI_3004G232201,4,58105361,58156490,606,38,330,-0.55555,0.71074,0.71441,0.59682,0.71074,0.796761772017985,1,30247,0.01228697,606,30723,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0428385536260414,0.0496198681597845,0,0,0.0924584217858259
31275,SORBI_3009G184800,9,53802484,53854956,732,82,329,-1.2252,0.88974,0.91399,0.73531,0.88974,0.915886579234973,1,32940,0.007183855,732,28218,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0797759453555484,0.0125785796515359,0,0,0.0923545250070843
31276,SORBI_3009G017600,9,1608683,1661453,828,39,330,-0.58563,0.72094,0.58754,0.69019,0.72094,0.80414700822098,1,30399,0.01189337,828,30578,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0448930981626938,0.0474428771141842,0,0,0.092335975276878
31277,SORBI_3002G306400,2,68094554,68147898,548,32,331,-0.49386,0.6893,0.58863,0.71039,0.6893,0.782671347731458,1,29862,0.01376701,548,31128,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0371509566895854,0.0551832833576047,0,0,0.09233424004719
31278,SORBI_3001G131001,1,10265723,10326361,1022,52,328,-0.68901,0.75459,0.5844,0.79706,0.75459,0.826815669876559,1,30946,0.01058084,1022,30038,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0526311615286234,0.0396976532840407,0,0,0.0923288148126641
31279,SORBI_3002G082700,2,8823138,8874431,833,47,329,-0.89124,0.8136,0.69541,0.77428,0.8136,0.864163287808545,1,31924,0.008606816,833,29126,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0660213293086596,0.0261848723488425,0,0,0.0922062016575021
31280,SORBI_3002G308000,2,68205609,68259478,1096,42,329,-0.51086,0.69528,0.46318,0.81856,0.69528,0.786533470340962,1,29973,0.01337458,1096,31023,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.038618381637999,0.053571960794192,0,0,0.092190342432191
31281,SORBI_3006G146800,6,50817974,50872966,428,35,330,-0.53594,0.704,0.74893,0.5813,0.704,0.792327137546468,1,30128,0.01283059,428,30864,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0408499641854622,0.0513318718126819,0,0,0.0921818359981441
31282,SORBI_3008G141600,8,57246617,57300806,799,40,330,-0.67923,0.7515,0.66893,0.70015,0.7515,0.824629041131355,1,30901,0.01068506,799,30092,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0518511213381215,0.0403296404502544,0,0,0.0921807617883759
31283,SORBI_3001G071200,1,5397611,5448478,561,30,330,-0.88194,0.81109,0.87047,0.64299,0.81109,0.862740439174352,1,31878,0.008729359,561,29173,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0653210824752109,0.0268111081918906,0,0,0.0921321906671015
31284,SORBI_3006G077050,6,44290051,44342207,671,44,329,-0.94297,0.82715,0.86292,0.6451,0.82715,0.873575101227185,1,32106,0.008338359,671,28966,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0684136481412988,0.023715973127373,0,0,0.0921296212686719
31285,SORBI_3010G174600,10,51015305,51065580,793,39,329,-0.81389,0.79215,0.98612,0.513,0.79215,0.850938386391713,1,31564,0.009290122,793,29469,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0609367757188376,0.0311101397752147,0,0,0.0920469154940523
31286,SORBI_3003G080400,3,6893120,6943803,437,21,327,-0.43256,0.66733,0.6911,0.5372,0.66733,0.767617397381098,1,29477,0.01554081,437,31562,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0311376589896144,0.0608188930507496,0,0,0.091956552040364
31287,SORBI_3003G042800,3,3936895,3987517,576,37,330,-0.45219,0.67443,0.73706,0.54773,0.67443,0.772299903414272,1,29611,0.01495736,576,31420,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0330959937813169,0.0588491001878841,0,0,0.091945093969201
31288,SORBI_3010G266600,10,60143852,60196033,702,48,329,-0.63081,0.73592,0.7287,0.61857,0.73592,0.814119453198917,1,30651,0.01133875,702,30354,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0480862446930605,0.0438575263845956,0,0,0.091943771077656
31289,SORBI_3002G003100,2,389138,443558,676,46,329,-1.3292,0.9081,0.97111,0.73477,0.9081,0.928597181025904,1,33159,0.006960186,676,28060,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0822145077929304,0.00970074974305796,0,0,0.0919152575359883
31290,SORBI_3004G294300,4,63404826,63456751,551,58,327,-0.95597,0.83046,0.86642,0.69155,0.83046,0.87535321831577,1,32169,0.008271413,551,28928,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0689837656900022,0.0228646137770236,0,0,0.0918483794670258
31291,SORBI_3010G090900,10,7904354,7957745,1000,34,330,-0.66542,0.74711,0.8658,0.53148,0.74711,0.821460030480885,1,30839,0.01081919,1000,30177,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0506261116171265,0.0412018875163115,0,0,0.091827999133438
31292,SORBI_3001G456400,1,73246043,73299411,702,55,329,-0.88586,0.81215,0.96786,0.53964,0.81215,0.863353362385177,1,31897,0.008733132,702,29183,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0651722393447172,0.0265523360899606,0,0,0.0917245754346779
31293,SORBI_3007G126500,7,53928843,53985674,763,62,330,-0.85539,0.80383,0.71411,0.72471,0.80383,0.857811040125885,1,31774,0.008940292,763,29296,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0634938475276502,0.0282302832786104,0,0,0.0917241308062605
31294,SORBI_3009G152160,9,50825854,50879224,719,40,329,-0.97423,0.83503,0.90411,0.66639,0.83503,0.878667987835154,1,32224,0.008149308,719,28887,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0695997330598183,0.0221227256117475,0,0,0.0917224586715658
31295,SORBI_3002G083100,2,8859421,8913126,712,49,330,-0.81539,0.79257,0.92415,0.59925,0.79257,0.851184765162312,1,31573,0.009341246,712,29487,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0606715846978336,0.0309863248849411,0,0,0.0916579095827747
31296,SORBI_3007G040800,7,4019286,4070114,798,49,329,-0.62103,0.73271,0.64942,0.69173,0.73271,0.812052275816993,1,30594,0.01145041,798,30434,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0469431382045848,0.0446659121341543,0,0,0.0916090503387391
31297,SORBI_3005G098100,5,15905287,15964343,958,38,329,-0.9344,0.82495,0.97231,0.60697,0.82495,0.872131436054125,1,32073,0.00846578,958,29035,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0673803441159285,0.0241625902191274,0,0,0.0915429343350559
31298,SORBI_3001G507800,1,77523831,77576565,588,64,331,-0.73067,0.76751,0.63707,0.75723,0.76751,0.834901962721761,1,31171,0.01027933,588,29882,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0548925130723032,0.0365514393397917,0,0,0.0914439524120949
31299,SORBI_3007G040900,7,4021177,4071722,844,51,329,-0.62256,0.73321,0.66781,0.68558,0.73321,0.812283156037637,1,30606,0.01145041,844,30435,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0469288683962443,0.0444956005704409,0,0,0.0914244689666852
31300,SORBI_3007G214500,7,64275794,64328945,1512,46,328,-0.7327,0.76813,0.68618,0.7477,0.76813,0.835330175427344,1,31180,0.01025594,1512,29876,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0549797237185824,0.0364260636324486,0,0,0.0914057873510309
31301,SORBI_3010G223600,10,56518118,56570908,462,38,329,-0.40331,0.65664,0.57618,0.62338,0.65664,0.76100038006699,1,29258,0.01750953,462,31845,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0272609212635914,0.064057538910961,0,0,0.0913184601745524
31302,SORBI_3005G026400,5,2343144,2396917,907,43,328,-0.94968,0.82886,0.77342,0.68563,0.82886,0.874536667392725,1,32137,0.008394293,907,28997,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0679491059256561,0.0232968417049939,0,0,0.0912459476306499
31303,SORBI_3002G251100,2,63788390,63842568,553,33,330,-0.40063,0.65565,0.49365,0.70277,0.65565,0.760320800273598,1,29240,0.01780141,553,31877,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0268247320482765,0.0643248061994486,0,0,0.0911495382477251
31304,SORBI_3004G232100,4,58101816,58154615,583,39,330,-0.57326,0.71677,0.70556,0.61452,0.71677,0.801062529993408,1,30340,0.01228697,583,30722,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0428526896658149,0.0482865980345598,0,0,0.0911392877003747
31305,SORBI_3009G015133,9,1300955,1352440,477,72,328,-0.904,0.817,0.89895,0.64655,0.817,0.866595524414276,1,31966,0.008694688,477,29160,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0655146548393344,0.0256138793650437,0,0,0.0911285342043782
31306,SORBI_3003G236200,3,57459061,57509642,714,34,329,-0.43727,0.66904,0.63094,0.59359,0.66904,0.768932255024913,1,29503,0.01575332,714,31596,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0306700693315785,0.0604359952121292,0,0,0.0911060645437077
31307,SORBI_3001G444300,1,72108455,72163114,799,18,329,-0.54707,0.70784,0.95661,0.44275,0.70784,0.794734538591437,1,30200,0.01285563,799,30869,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0407796137273842,0.0502952315281208,0,0,0.091074845255505
31308,SORBI_3008G059700,8,6353915,6404750,530,32,329,-0.56985,0.71561,0.74699,0.58376,0.71561,0.800320059368713,1,30318,0.01233245,530,30750,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0424570543738359,0.0486016258633974,0,0,0.0910586802372333
31309,SORBI_3004G242400,4,59022674,59093676,759,26,330,-0.34398,0.63457,0.70584,0.46315,0.63457,0.745961894196769,1,28844,0.02120841,759,32323,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.020790512265722,0.0702466875963851,0,0,0.0910371998621071
31310,SORBI_3008G059800,8,6355782,6406972,530,32,329,-0.56985,0.71561,0.74699,0.58376,0.71561,0.800320059368713,1,30319,0.01233245,530,30751,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0424429312056942,0.0485873014581022,0,0,0.0910302326637964
31311,SORBI_3002G340700,2,70739265,70793571,416,30,330,-0.37227,0.64515,0.51215,0.69328,0.64515,0.75311550934692,1,29047,0.01947887,416,32102,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0237700840770946,0.0672008897632205,0,0,0.0909709738403151
31312,SORBI_3005G170150,5,64924382,64978613,646,30,329,-0.50671,0.69382,0.75489,0.53857,0.69382,0.785694438099055,1,29943,0.01377833,646,31142,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0369556741185531,0.0540068641771241,0,0,0.0909625382956772
31313,SORBI_3001G444100,1,72101363,72155476,800,20,329,-0.54867,0.70839,0.966,0.44094,0.70839,0.795024927018171,1,30211,0.01285563,800,30867,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0408077525431193,0.05013707359815,0,0,0.0909448261412693
31314,SORBI_3009G170550,9,52600678,52652672,402,44,330,-0.72066,0.76444,0.77913,0.60837,0.76444,0.832920204363613,1,31119,0.01043538,402,29970,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0536154315396267,0.0372765418700556,0,0,0.0908919734096824
31315,SORBI_3001G315600,1,60358380,60410829,612,49,330,-0.41017,0.65916,0.46237,0.77907,0.65916,0.76249623115235,1,29312,0.01740796,612,31818,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0276292969830652,0.0632567224975151,0,0,0.0908860194805803
31316,SORBI_3002G000600,2,113297,167111,606,36,329,-3.3957,0.99966,0.99996,0.9946,0.99966,0.999718966554592,1,33906,0.1103033,606,33872,1,0.0020457908688582,PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis,PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis,0.995300469953005,409,FALSE,FALSE,TRUE,1,4.6133380993471e-4,2.56168037295409e-5,0,0.301029995663981,0.0907959493128586
31317,SORBI_3004G294400,4,63424764,63476513,565,57,327,-0.98109,0.83673,0.74235,0.81048,0.83673,0.879801564128008,1,32248,0.008271413,565,28929,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0689687530041752,0.0217993893402767,0,0,0.0907681423444519
31318,SORBI_3001G147800,1,11881411,11935833,206,32,329,-0.49495,0.68968,0.83035,0.49392,0.68968,0.782769062792877,1,29875,0.01412164,206,31228,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0357580037926214,0.0549942605290773,0,0,0.0907522643216988
31319,SORBI_3010G088300,10,7527604,7582833,779,52,328,-1.0319,0.84893,0.85578,0.69813,0.84893,0.887866458159835,1,32421,0.007918178,779,28777,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0712566576906649,0.0194757682977568,0,0,0.0907324259884217
31320,SORBI_3001G029800,1,2283204,2337822,992,30,330,-0.58648,0.72122,0.7365,0.57829,0.72122,0.804154015323403,1,30411,0.01224528,992,30682,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0434185088871484,0.0472714732710503,0,0,0.0906899821581987
31321,SORBI_3002G003000,2,367300,421253,902,48,329,-1.3934,0.91825,0.99285,0.7381,0.91825,0.936252736348328,1,33256,0.006960186,902,28059,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0822299854201849,0.00843216298711311,0,0,0.090662148407298
31322,SORBI_3001G307000,1,59142927,59193757,672,35,330,-0.37777,0.6472,0.54942,0.66059,0.6472,0.754469611854093,1,29087,0.01923311,672,32082,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0240407400012872,0.0666032435658972,0,0,0.0906439835671845
31323,SORBI_3007G226000,7,65311428,65369398,806,26,329,-0.6106,0.72927,0.77082,0.56746,0.72927,0.809589024358303,1,30544,0.01180822,806,30552,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0452625291200101,0.0453762634356799,0,0,0.09063879255569
31324,SORBI_3006G077100,6,44297916,44349721,636,45,329,-0.97162,0.83438,0.85392,0.6802,0.83438,0.878174784740975,1,32217,0.008338359,636,28967,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0683986551500177,0.0222170773873339,0,0,0.0906157325373516
31325,SORBI_3003G066250,3,5633953,5684432,297,27,329,-0.49472,0.6896,0.86326,0.48524,0.6896,0.782769062792877,1,29872,0.01417508,297,31241,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0355772476304852,0.0550378738802684,0,0,0.0906151215107536
31326,SORBI_3001G075200,1,5715982,5768945,462,31,329,-0.69067,0.75511,0.72991,0.66263,0.75511,0.826942123179279,1,30962,0.01079404,462,30143,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0511157009390263,0.0394731681814638,0,0,0.09058886912049
31327,SORBI_3001G038300,1,2826085,2879638,698,38,330,-0.7556,0.77506,0.67758,0.77484,0.77506,0.839962109434927,1,31287,0.01008664,698,29831,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0556343623835985,0.0349382523076995,0,0,0.090572614691298
31328,SORBI_3003G118100,3,10646722,10704149,566,36,329,-0.49796,0.69074,0.6872,0.55038,0.69074,0.783488724158694,1,29894,0.01411394,566,31223,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0358275454305185,0.05471814430046,0,0,0.0905456897309785
31329,SORBI_3009G148500,9,50553648,50607608,746,38,330,-0.6732,0.74959,0.70916,0.65526,0.74959,0.82330583441306,1,30872,0.01100367,746,30234,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0498065657458591,0.0407374089219312,0,0,0.0905439746677904
31330,SORBI_3004G040800,4,3332487,3388171,581,38,329,-0.33458,0.63103,0.4841,0.69566,0.63103,0.743854171388841,1,28764,0.02266055,581,32456,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0190071797890017,0.0714528944039928,0,0,0.0904600741929945
31331,SORBI_3004G181200,4,53349467,53400401,1042,62,329,-1.0639,0.85632,0.90434,0.6774,0.85632,0.893061192753668,1,32513,0.00783201,1042,28715,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0721933538680862,0.0182451304479322,0,0,0.0904384843160184
31332,SORBI_3001G482700,1,75398136,75450280,625,39,330,-0.76051,0.77652,0.78231,0.6368,0.77652,0.840899340827798,1,31312,0.01005017,625,29819,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0558090994784231,0.0345913661713455,0,0,0.0904004656497686
31333,SORBI_3006G062466,6,41871541,41924653,1359,47,330,-0.42014,0.66281,0.48347,0.77219,0.66281,0.764883146036824,1,29383,0.01702733,1359,31777,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0281892805108592,0.062206039364208,0,0,0.0903953198750672
31334,SORBI_3007G050800,7,5152338,5209833,596,53,328,-1.1096,0.86642,0.99051,0.6795,0.86642,0.899940859549701,1,32645,0.007723546,596,28603,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0738905883800942,0.0164855015447894,0,0,0.090376089924883607
31335,SORBI_3010G155500,10,45902793,45957448,1326,60,329,-1.3246,0.90735,0.90221,0.80018,0.90735,0.928013265767804,1,33153,0.007105092,1326,28166,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0805769995362253,0.00977934085472799,0,0,0.0903563403909533
31336,SORBI_3003G437001,3,73742514,73793784,836,42,330,-0.41797,0.66202,0.46022,0.78818,0.66202,0.76428361853529,1,29371,0.01714287,836,31793,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0279706644385867,0.0623834412042633,0,0,0.09035410564285
31337,SORBI_3003G127700,3,11695734,11750042,983,41,330,-0.5652,0.71403,0.57255,0.73962,0.71403,0.799120914851485,1,30295,0.01267052,983,30824,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.041413178480327,0.0489312176527229,0,0,0.0903443961330498
31338,SORBI_3009G023300,9,2040420,2091999,1046,40,329,-1.0866,0.8614,0.99635,0.61962,0.8614,0.896621782907662,1,32576,0.007777941,1046,28667,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.07291992805489,0.0174044181646256,0,0,0.0903243462195155
31339,SORBI_3001G090700,1,7000283,7052485,348,18,331,-0.1864,0.57394,0.37468,0.80783,0.57394,0.70325434611354,1,27673,0.06621598,348,33748,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00205413405010309,0.0882459313970457,0,0,0.0903000654471488
31340,SORBI_3010G174700,10,51015704,51076737,863,42,329,-0.83708,0.79873,0.98732,0.52172,0.79873,0.854606570950743,1,31691,0.009290122,863,29470,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0609220386353463,0.0293662310466335,0,0,0.0902882696819798
31341,SORBI_3010G198700,10,54162083,54212803,551,51,329,-0.90757,0.81795,0.89471,0.64625,0.81795,0.867303493214933,1,31978,0.008804041,551,29217,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0646665539319429,0.0254508763047404,0,0,0.0901174302366833
31342,SORBI_3009G138500,9,49524424,49577695,567,46,329,-0.43601,0.66858,0.63921,0.58142,0.66858,0.768638049772835,1,29494,0.01625027,567,31680,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0295170015678156,0.0605684985722135,0,0,0.0900855001400291
31343,SORBI_3004G054000,4,4368885,4423476,666,57,330,-0.53239,0.70277,0.56899,0.7396,0.70277,0.791468219742261,1,30108,0.01342206,666,31034,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0384644186893882,0.0516202671230361,0,0,0.0900846858124243
31344,SORBI_3005G176600,5,65817075,65868408,809,52,329,-0.51493,0.6967,0.51906,0.78638,0.6967,0.787573099079877,1,29995,0.01381657,809,31156,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.036760479317789,0.0532533082117976,0,0,0.0900137875295867
31345,SORBI_3001G449600,1,72640414,72691874,746,34,330,-0.58604,0.72108,0.59536,0.7146,0.72108,0.80414700822098,1,30403,0.01232622,746,30741,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0425841835590838,0.0473857349830004,0,0,0.0899699185420842
31346,SORBI_3005G038700,5,3513193,3569684,1250,42,330,-0.81592,0.79273,0.85718,0.62717,0.79273,0.851232083333333,1,31577,0.009552529,1250,29600,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0590104634263329,0.0309313073733042,0,0,0.0899417707996371
31347,SORBI_3002G056900,2,5513394,5568599,998,51,329,-0.4825,0.68527,0.43402,0.85996,0.68527,0.779657590175486,1,29803,0.01475721,998,31363,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.033884576431715,0.0560421916885891,0,0,0.0899267681203041
31348,SORBI_3006G266300,6,59966024,60020336,538,27,330,-0.25773,0.60169,0.50414,0.61973,0.60169,0.72402845138396,1,28178,0.03281123,538,33176,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00947815212930996,0.0803920096930606,0,0,0.0898701618223705
31349,SORBI_3010G223500,10,56513257,56567346,470,33,329,-0.41654,0.66149,0.60532,0.59296,0.66149,0.764035934189461,1,29357,0.01750953,470,31844,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0272745592381848,0.0625905016477254,0,0,0.0898650608859101
31350,SORBI_3008G158332,8,59096190,59154810,1226,40,329,-0.45423,0.67517,0.49057,0.76632,0.67517,0.772711924128388,1,29626,0.01549842,1226,31555,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.031233989974477,0.0586291559851803,0,0,0.0898631459596573
31351,SORBI_3009G253000,9,58699108,58752042,556,31,330,-0.58617,0.72112,0.68094,0.6448,0.72112,0.80414700822098,1,30406,0.01233152,556,30748,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0424853020880417,0.0473428833180571,0,0,0.0898281854060988
31352,SORBI_3008G164375,8,59767300,59821866,220,37,330,-0.53317,0.70304,0.62303,0.64235,0.70304,0.791637061831706,1,30112,0.01345661,220,31050,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0382405699726725,0.0515625727381086,0,0,0.089803142710781
31353,SORBI_3001G449500,1,72635588,72689868,792,36,330,-0.58739,0.72153,0.57405,0.7435,0.72153,0.804340968537331,1,30416,0.01232622,792,30740,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0425983113215451,0.0472000749639036,0,0,0.0897983862854487
31354,SORBI_3004G041500,4,3365912,3419487,688,31,329,-0.33915,0.63275,0.61947,0.55026,0.63275,0.744780133296307,1,28807,0.02266055,688,32462,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0189269010712704,0.0708041418655797,0,0,0.0897310429368501
31355,SORBI_3007G071300,7,7867356,7921836,773,39,330,-0.73544,0.76896,0.9613,0.5132,0.76896,0.83583143919482,1,31195,0.01047912,773,29984,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0534126052775872,0.0362171845188894,0,0,0.0896297897964766
31356,SORBI_3001G086800,1,6704584,6756483,337,43,330,-0.3129,0.62282,0.40616,0.77521,0.62282,0.738515196530983,1,28596,0.02560752,337,32710,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0156216303602898,0.0739968860911905,0,0,0.0896185164514803
31357,SORBI_3002G350300,2,71425184,71480278,636,26,329,-0.60735,0.72819,0.76744,0.57312,0.72819,0.808813761792453,1,30527,0.01215814,636,30642,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0439850662460878,0.0456180477975882,0,0,0.0896031140436759
31358,SORBI_3009G204501,9,55279618,55330513,754,40,330,-0.37979,0.64795,0.7785,0.46326,0.64795,0.75492601566795,1,29103,0.01982247,754,32146,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0231752341147237,0.0663644151800726,0,0,0.0895396492947963
31359,SORBI_3007G214300,7,64258323,64315571,1339,38,328,-0.76335,0.77737,0.69165,0.75609,0.77737,0.841535007502474,1,31322,0.01025594,1339,29874,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0550087978261683,0.0344526892592552,0,0,0.0894614870854235
31360,SORBI_3009G185601,9,53844911,53895315,554,46,330,-1.1408,0.87302,0.9912,0.65316,0.87302,0.904496521632853,1,32728,0.007700188,554,28591,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0740728289598512,0.0153827079949541,0,0,0.0894555369548053
